"","checklist_id","global_unique_identifier","last_edited_date","taxonomic_order","category","common_name","scientific_name","observation_count","breeding_bird_atlas_code","breeding_bird_atlas_category","age_sex","country","country_code","state","state_code","county","county_code","iba_code","bcr_code","usfws_code","atlas_block","locality","locality_id","locality_type","latitude","longitude","observation_date","time_observations_started","observer_id","sampling_event_identifier","protocol_type","protocol_code","project_code","duration_minutes","effort_distance_km","effort_area_ha","number_observers","all_species_reported","group_identifier","has_media","approved","reviewed","reason","trip_comments","species_comments"
"696","S24971838","URN:CornellLabOfOrnithology:EBIRD:OBS341519647","2015-09-10 15:40:12",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2015-09-06,"05:20:00","obsr412230","S24971838","Traveling","P22","EBIRD_CAN",65,0.2,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Kevin Zimmer. Birds noted around the lodge clearing and on the walk down to the river's edge, also at porto while Carlão finished getting the boat ready.",NA
"697","S26366729","URN:CornellLabOfOrnithology:EBIRD:OBS359910301","2019-08-19 11:52:29",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2015-11-27,"06:00:00","obsr345168","S26366729","Traveling","P22","EBIRD",660,5,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"698","S30777523","URN:CornellLabOfOrnithology:EBIRD:OBS419135618","2020-09-23 11:03:41",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2016-07-17,"05:30:00","obsr37316","S30777523","Incidental","P20","EBIRD",NA,NA,NA,3,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"699","S30777577","URN:CornellLabOfOrnithology:EBIRD:OBS419136573","2020-08-21 11:09:58",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2016-07-19,"05:30:00","obsr37316","S30777577","Traveling","P22","EBIRD",780,4.828,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"700","S30851606","URN:CornellLabOfOrnithology:EBIRD:OBS420141351","2018-05-22 10:13:25",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2016-07-23,"05:38:00","obsr536027","S30851606","Traveling","P22","EBIRD",399,6,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"Com o amigo Carlos da Pousada Rio Azul e os clientes e amigos Arjan Dawarshuis e Ies Goedbloed. <br />Submitted from eBird for iOS, version 1.2.2 Build 70",NA
"701","S30848273","URN:CornellLabOfOrnithology:EBIRD:OBS420098565","2019-08-19 11:52:30",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2016-07-22,"05:40:00","obsr536027","S30848273","Traveling","P22","EBIRD",405,7,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"Na companhia dos amigos e clientes Arjan Dawarshuis e Ies Goedbloed, e do amigo Carlos, da Pousada Rio Azul. <br />Submitted from eBird for iOS, version 1.2.2 Build 70",NA
"702","S30851716","URN:CornellLabOfOrnithology:EBIRD:OBS420143220","2020-09-23 11:03:41",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2016-07-24,"05:20:00","obsr536027","S30851716","Traveling","P22","EBIRD",474,12,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"Manhã intensa de Birding na pousada rio azul. Iniciamos nossa atividade ainda de madrugada nas imediações da pousada. Após o café, descemos o rio azul de barco, com o motor desligado, por cerca de 4 km. Entramos na trilha da ponte, contornando a divisa da pousada com uma fazenda, andando entre a borda da mata e pasto. Entramos na área da pousada em trecho de campina e campinara e depois pegamos a trilha que sai da campina, beira o rio e termina na pousada. Na companhia dos amigos e clientes Arjan Dawarshuis e Ies Goedbloed. <br />Submitted from eBird for iOS, version 1.2.2 Build 70",NA
"703","S31705145","URN:CornellLabOfOrnithology:EBIRD:OBS431439355","2019-08-19 11:52:30",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2016-08-27,"06:30:00","obsr635497","S31705145","Traveling","P22","EBIRD",1440,6,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"704","S31129698","URN:CornellLabOfOrnithology:EBIRD:OBS423822042","2016-12-14 10:45:52",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2016-08-12,"15:00:00","obsr635497","S31129698","Historical","P62","EBIRD",1200,6,100,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"705","S32624778","URN:CornellLabOfOrnithology:EBIRD:OBS444120864","2019-08-19 11:52:15",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"PN da Amazônia--Urua","L2238289","H",-4.5499559,-56.3063049,2016-11-19,"06:00:00","obsr403476","S32624778","Traveling","P22","EBIRD",420,4,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"706","S32596920","URN:CornellLabOfOrnithology:EBIRD:OBS443727141","2019-08-19 11:52:15",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"PN da Amazônia--Urua","L2238289","H",-4.5499559,-56.3063049,2016-11-17,"06:00:00","obsr403476","S32596920","Traveling","P22","EBIRD",480,5,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"707","S32636410","URN:CornellLabOfOrnithology:EBIRD:OBS444291410","2020-09-23 11:03:46",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"PN da Amazônia--Urua","L2238289","H",-4.5499559,-56.3063049,2016-11-20,"06:00:00","obsr403476","S32636410","Traveling","P22","EBIRD",240,3,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"708","S38418544","URN:CornellLabOfOrnithology:EBIRD:OBS522398107","2017-07-31 19:31:34",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2017-07-30,"07:00:00","obsr412230","S38418544","Traveling","P22","EBIRD_CAN",85,0.5,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Zé Maria. Birds recorded in the lodge clearing and (principally) along the entrance road.",NA
"709","S70602231","URN:CornellLabOfOrnithology:EBIRD:OBS945100651","2020-06-19 13:55:54",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"PN da Amazônia--área geral","L3679618","H",-4.5567201,-56.315282,2017-07-19,"06:15:00","obsr624240","S70602231","Historical","P62","EBIRD",600,NA,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"710","S39364430","URN:CornellLabOfOrnithology:EBIRD:OBS535429994","2019-08-19 11:52:42",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2017-09-22,"05:55:00","obsr412230","S39364430","Traveling","P22","EBIRD_CAN",185,1,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Kent & Kathy Lannert. Birds recorded along the entrance road as far as the Divisa Trail, then down the first 200 metres of the Divisa Trail.",NA
"711","S39472538","URN:CornellLabOfOrnithology:EBIRD:OBS537029845","2019-08-19 11:52:31",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2017-09-27,"06:20:00","obsr412230","S39472538","Traveling","P22","EBIRD",395,3.5,NA,9,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"712","S39475907","URN:CornellLabOfOrnithology:EBIRD:OBS537084334","2019-08-19 11:52:31",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2017-09-28,"05:45:00","obsr412230","S39475907","Traveling","P22","EBIRD",410,2.75,NA,8,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"713","S39343086","URN:CornellLabOfOrnithology:EBIRD:OBS535087031","2019-08-19 11:52:41",12309,"species","Kawall's Parrot","Amazona kawalli","5",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2017-09-20,"05:10:00","obsr412230","S39343086","Traveling","P22","EBIRD_CAN",80,0.1,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Kent and Kathy Lannert. Birds recorded in the lodge clearing, list period starting during breakfast. Overcast and smoky.",NA
"714","S39524172","URN:CornellLabOfOrnithology:EBIRD:OBS537833522","2017-10-02 21:21:13",12309,"species","Kawall's Parrot","Amazona kawalli","9",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2017-09-28,"15:35:00","obsr412230","S39524172","Traveling","P22","EBIRD",175,2.5,NA,8,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Kevin Zimmer and his VENT group. Birds recorded on the river downstream from the lodge to just below the paredão, staying out until just after dusk to try (successfully) for Zigzag Heron at the traditional spot.",NA
"715","S39339232","URN:CornellLabOfOrnithology:EBIRD:OBS535031687","2017-09-22 22:29:50",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2017-09-20,"16:00:00","obsr412230","S39339232","Traveling","P22","EBIRD",100,1.2,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"Trilha do Mirante",NA
"716","S39356925","URN:CornellLabOfOrnithology:EBIRD:OBS535309167","2017-09-23 22:41:04",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2017-09-21,"05:20:00","obsr412230","S39356925","Stationary","P21","EBIRD_CAN",53,NA,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Kent and Kathy Lannert. Birds noted in the lodge clearing during and after breakfast.",NA
"717","S47955567","URN:CornellLabOfOrnithology:EBIRD:OBS649780074","2018-08-21 19:50:36",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"PN da Amazônia--Trilha Gameleira","L7843069","H",-4.5489805,-56.3037826,2017-11-09,"06:00:00","obsr561709","S47955567","Traveling","P22","EBIRD",265,3,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"Durante Tour Novembro 2017 com Silvia Linhares, Marco Guedes e Viviane de Luccia.",NA
"718","S40675861","URN:CornellLabOfOrnithology:EBIRD:OBS551636048","2018-07-25 19:26:55",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"BR-Pará-Rodovia Transamazônica -","L6499095","P",-4.607178,-56.3207577,2017-11-10,"17:19:00","obsr623245","S40675861","Traveling","P22","EBIRD",200,2,NA,5,TRUE,NA,TRUE,TRUE,FALSE,NA,NA,NA
"719","S47958487","URN:CornellLabOfOrnithology:EBIRD:OBS649817908","2019-01-13 20:03:58",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"PN da Amazônia--área geral","L3679618","H",-4.5567201,-56.315282,2017-11-10,"17:13:00","obsr561709","S47958487","Stationary","P21","EBIRD",30,NA,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"Durante Tour Novembro 2017 com Silvia Linhares, Marco Guedes e Viviane de Luccia.",NA
"720","S47955195","URN:CornellLabOfOrnithology:EBIRD:OBS649775261","2018-08-19 20:31:16",12309,"species","Kawall's Parrot","Amazona kawalli","11",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"PN da Amazônia--KM 115 da Transamazônica","L6444508","H",-4.6444395,-56.584332,2017-11-08,"16:00:00","obsr561709","S47955195","Stationary","P21","EBIRD",130,NA,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"Durante Tour Novembro 2017 com Silvia Linhares, Marco Guedes e Viviane de Luccia.",NA
"721","S47958387","URN:CornellLabOfOrnithology:EBIRD:OBS649816623","2018-08-19 22:51:53",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Estrada Buburé","L7843373","P",-4.614736,-56.3279608,2017-11-10,"15:30:00","obsr561709","S47958387","Traveling","P22","EBIRD",60,1,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"Durante Tour Novembro 2017 com Silvia Linhares, Marco Guedes e Viviane de Luccia.",NA
"722","S46041741","URN:CornellLabOfOrnithology:EBIRD:OBS623914041","2019-08-19 11:52:42",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2018-05-22,"05:20:00","obsr412230","S46041741","Traveling","P22","EBIRD_CAN",130,0.3,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Andrew and Patricia Towle. Started in the lodge clearing before dipping in to the kitchen trail for Collared Puffbird, then back out to the lodge clearing.",NA
"723","S46101289","URN:CornellLabOfOrnithology:EBIRD:OBS624850159","2019-08-19 11:52:42",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2018-05-23,"06:11:00","obsr412230","S46101289","Traveling","P22","EBIRD_CAN",129,2.5,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Andrew and Patricia Towle, Carlão. Birded downriver on the Rio Azul from the port to the beginning of the Trilha do Cantador.",NA
"724","S69056752","URN:CornellLabOfOrnithology:EBIRD:OBS922188811","2020-05-14 19:15:45",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Thaimaçu--Torre de Observação","L9824610","H",-9.068208,-56.592794,2018-06-15,NA,"obsr819848","S69056752","Historical","P62","EBIRD",NA,NA,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"725","S60678294","URN:CornellLabOfOrnithology:EBIRD:OBS817311755","2020-05-23 16:51:58",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Thaimacu observation tower","L10040229","P",-9.0825085,-56.6009577,2018-06-15,"06:20:00","obsr355303","S60678294","Stationary","P21","EBIRD",210,NA,NA,3,TRUE,NA,TRUE,TRUE,FALSE,NA,NA,NA
"726","S46977821","URN:CornellLabOfOrnithology:EBIRD:OBS636905830","2021-01-28 20:40:23.663005",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Pousada Thaimaçu--Bamboo Trail","L7665091","H",-9.1051053,-56.6295326,2018-06-13,"05:40:00","obsr355303","S46977821","Traveling","P22","EBIRD",310,0.8,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"Hrd. and seen in flight."
"727","S48192781","URN:CornellLabOfOrnithology:EBIRD:OBS652884732","2021-03-25 04:50:35.361981",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Pousada Thaimaçu","L2754321","H",-9.0541816,-56.5862846,2018-08-31,"05:40:00","obsr142759","S48192781","Traveling","P22","EBIRD",407,9.656,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"728","S48179317","URN:CornellLabOfOrnithology:EBIRD:OBS652738122","2019-08-19 11:52:23",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Pousada Thaimaçu","L2754321","H",-9.0541816,-56.5862846,2018-08-30,"05:47:00","obsr142759","S48179317","Traveling","P22","EBIRD",403,6.437,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"729","S65138292","URN:CornellLabOfOrnithology:EBIRD:OBS1105300962","2021-03-28 06:11:35.606951",12309,"species","Kawall's Parrot","Amazona kawalli","5",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Pousada Thaimaçu","L2754321","H",-9.0541816,-56.5862846,2018-09-29,"06:00:00","obsr631792","S65138292","Traveling","P22","EBIRD",510,6,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"Mainly clear with cloud developing and thunderstorms by early afternoon. 30*C.  No wind. --Canopy Tower (40m) early morning then the Barreiro Trail back to the lodge.",NA
"730","S48949677","URN:CornellLabOfOrnithology:EBIRD:OBS663355291","2020-09-23 11:03:50",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Pousada Thaimaçu","L2754321","H",-9.0541816,-56.5862846,2018-09-27,"06:01:00","obsr412230","S48949677","Traveling","P22","EBIRD_CAN",314,0.8,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Greg & Barbara Baker, Preto from Thaimaçu. Birds recorded on the Bamboo trail.",NA
"731","S48963704","URN:CornellLabOfOrnithology:EBIRD:OBS663500691","2019-08-19 11:52:24",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Pousada Thaimaçu","L2754321","H",-9.0541816,-56.5862846,2018-09-29,"06:04:00","obsr412230","S48963704","Stationary","P21","EBIRD_CAN",134,NA,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Greg and Barbara Baker, Preto from Thaimaçu. Birds recorded from the canopy tower, mostly from the lower platform with a short visit to the top level later on in the visit.",NA
"732","S48692975","URN:CornellLabOfOrnithology:EBIRD:OBS659756792","2019-08-19 11:52:23",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Pousada Thaimaçu","L2754321","H",-9.0541816,-56.5862846,2018-09-21,"06:00:00","obsr412230","S48692975","Traveling","P22","EBIRD",325,5,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Carlito. Overcast and fairly quiet along the trail first thing, activity picking up later in the morning as the sun came out. Birds recorded on the Agua Limpa trail in riverine forest, including some stretches with old growth emergents.",NA
"733","S48691259","URN:CornellLabOfOrnithology:EBIRD:OBS659728442","2019-08-19 11:52:23",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Pousada Thaimaçu","L2754321","H",-9.0541816,-56.5862846,2018-09-20,"05:25:00","obsr412230","S48691259","Traveling","P22","EBIRD",105,0.8,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Carlito from Thaimaçu. Birds recorded from atop the tower and along the trail back to the trailhead. Weather mostly overcast after heavy overnight rains, fairly brisk winds from the ESE.",NA
"734","S48291799","URN:CornellLabOfOrnithology:EBIRD:OBS654203050","2020-03-20 12:18:05",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2018-09-02,"05:24:00","obsr142759","S48291799","Traveling","P22","EBIRD",338,4.184,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"735","S48291812","URN:CornellLabOfOrnithology:EBIRD:OBS654203420","2020-03-20 12:14:57",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2018-09-03,"05:23:00","obsr142759","S48291812","Traveling","P22","EBIRD",291,5.15,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"Jaguar!!!",NA
"736","S48291819","URN:CornellLabOfOrnithology:EBIRD:OBS654203682","2020-09-23 11:03:43",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2018-09-03,"15:48:00","obsr142759","S48291819","Traveling","P22","EBIRD",123,4.023,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"737","S48964339","URN:CornellLabOfOrnithology:EBIRD:OBS663508473","2019-08-19 11:52:32",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2018-10-03,"06:23:00","obsr412230","S48964339","Traveling","P22","EBIRD",203,6,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Greg and Barbara Baker, Carlão from Rio Azul. Birds recorded on the river downstream from the lodge to as far as the beginning of the rapids series.",NA
"738","S49327315","URN:CornellLabOfOrnithology:EBIRD:OBS668633216","2018-10-20 19:31:56",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2018-10-02,"05:03:00","obsr412230","S49327315","Stationary","P21","EBIRD",50,NA,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"Lodge clearing.",NA
"739","S50190909","URN:CornellLabOfOrnithology:EBIRD:OBS679840961","2021-02-09 07:57:49.762964",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Thaimaçu Lodge--Canopy Tower","L8181335","H",-8.9349722,-56.5926944,2018-11-24,"07:40:00","obsr601274","S50190909","Stationary","P21","EBIRD",140,NA,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"740","S55042987","URN:CornellLabOfOrnithology:EBIRD:OBS739903791","2019-08-19 11:52:43",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2019-04-10,"05:30:00","obsr412230","S55042987","Traveling","P22","EBIRD_CAN",325,1.5,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Andy. Lodge clearing area and trail in campinarana parallel to the entrance track, then returning along the entrance track.",NA
"741","S57284009","URN:CornellLabOfOrnithology:EBIRD:OBS773838979","2019-08-19 11:52:43",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2019-06-08,"05:10:00","obsr412230","S57284009","Traveling","P22","EBIRD_CAN",460,2.5,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Lucas Kaaij and Maaike. Birds recorded in the lodge clearing (to ca. 06h05) then down the Old Boat trail to the logging tracks on the neighbouring Fazenda Rio Azul. Good activity throughout the morning, though largely limited to canopy species. Also had a Tapir sighting as one lumbered down the track toward us.",NA
"742","S58311462","URN:CornellLabOfOrnithology:EBIRD:OBS786741686","2019-08-19 11:52:33",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2019-07-05,"05:43:00","obsr641575","S58311462","Traveling","P22","EBIRD",167,2,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"743","S58407803","URN:CornellLabOfOrnithology:EBIRD:OBS787945423","2019-08-19 11:52:33",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2019-07-20,"05:40:00","obsr360030","S58407803","Traveling","P22","EBIRD_BRA",300,4,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"744","S57841577","URN:CornellLabOfOrnithology:EBIRD:OBS781178240","2020-09-23 11:03:51",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Pousada Thaimaçu","L2754321","H",-9.0541816,-56.5862846,2019-07-01,"09:11:00","obsr601274","S57841577","Traveling","P22","EBIRD",159,4.01,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Trilha do Pomar/Barreiro. Sol, calor",NA
"745","S58296371","URN:CornellLabOfOrnithology:EBIRD:OBS786555984","2019-09-21 07:39:44",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Rio Azul Jungle Lodge","L2097972","H",-9.2466507,-55.9879589,2019-07-02,"06:19:00","obsr641575","S58296371","Traveling","P22","EBIRD",311,5.2,NA,6,TRUE,NA,TRUE,TRUE,FALSE,NA,NA,NA
